areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
overview,United Kingdom,K02000001,2021-01-10,1092,85378
overview,United Kingdom,K02000001,2021-01-09,1015,84286
overview,United Kingdom,K02000001,2021-01-08,983,83271
overview,United Kingdom,K02000001,2021-01-07,989,82288
overview,United Kingdom,K02000001,2021-01-06,932,81299
overview,United Kingdom,K02000001,2021-01-05,907,80367
overview,United Kingdom,K02000001,2021-01-04,839,79460
overview,United Kingdom,K02000001,2021-01-03,756,78621
overview,United Kingdom,K02000001,2021-01-02,756,77865
overview,United Kingdom,K02000001,2021-01-01,743,77109
overview,United Kingdom,K02000001,2020-12-31,752,76366
overview,United Kingdom,K02000001,2020-12-30,719,75614
overview,United Kingdom,K02000001,2020-12-29,660,74895
overview,United Kingdom,K02000001,2020-12-28,674,74235
overview,United Kingdom,K02000001,2020-12-27,645,73561
overview,United Kingdom,K02000001,2020-12-26,652,72916
overview,United Kingdom,K02000001,2020-12-25,610,72264
overview,United Kingdom,K02000001,2020-12-24,580,71654
overview,United Kingdom,K02000001,2020-12-23,567,71074
overview,United Kingdom,K02000001,2020-12-22,566,70507
overview,United Kingdom,K02000001,2020-12-21,576,69941
overview,United Kingdom,K02000001,2020-12-20,503,69365
overview,United Kingdom,K02000001,2020-12-19,486,68862
overview,United Kingdom,K02000001,2020-12-18,516,68376
overview,United Kingdom,K02000001,2020-12-17,535,67860
overview,United Kingdom,K02000001,2020-12-16,434,67325
overview,United Kingdom,K02000001,2020-12-15,455,66891
overview,United Kingdom,K02000001,2020-12-14,479,66436
overview,United Kingdom,K02000001,2020-12-13,418,65957
overview,United Kingdom,K02000001,2020-12-12,435,65539
overview,United Kingdom,K02000001,2020-12-11,452,65104
overview,United Kingdom,K02000001,2020-12-10,448,64652
overview,United Kingdom,K02000001,2020-12-09,431,64204
overview,United Kingdom,K02000001,2020-12-08,437,63773
overview,United Kingdom,K02000001,2020-12-07,423,63336
overview,United Kingdom,K02000001,2020-12-06,417,62913
overview,United Kingdom,K02000001,2020-12-05,393,62496
overview,United Kingdom,K02000001,2020-12-04,474,62103
overview,United Kingdom,K02000001,2020-12-03,473,61629
overview,United Kingdom,K02000001,2020-12-02,385,61156
overview,United Kingdom,K02000001,2020-12-01,401,60771
overview,United Kingdom,K02000001,2020-11-30,423,60370
overview,United Kingdom,K02000001,2020-11-29,462,59947
overview,United Kingdom,K02000001,2020-11-28,466,59485
overview,United Kingdom,K02000001,2020-11-27,423,59019
overview,United Kingdom,K02000001,2020-11-26,432,58596
overview,United Kingdom,K02000001,2020-11-25,482,58164
overview,United Kingdom,K02000001,2020-11-24,458,57682
overview,United Kingdom,K02000001,2020-11-23,465,57224
overview,United Kingdom,K02000001,2020-11-22,476,56759
overview,United Kingdom,K02000001,2020-11-21,464,56283
overview,United Kingdom,K02000001,2020-11-20,451,55819
overview,United Kingdom,K02000001,2020-11-19,462,55368
overview,United Kingdom,K02000001,2020-11-18,488,54906
overview,United Kingdom,K02000001,2020-11-17,438,54418
overview,United Kingdom,K02000001,2020-11-16,423,53980
overview,United Kingdom,K02000001,2020-11-15,453,53557
overview,United Kingdom,K02000001,2020-11-14,430,53104
overview,United Kingdom,K02000001,2020-11-13,435,52674
overview,United Kingdom,K02000001,2020-11-12,421,52239
overview,United Kingdom,K02000001,2020-11-11,389,51818
overview,United Kingdom,K02000001,2020-11-10,389,51429
overview,United Kingdom,K02000001,2020-11-09,481,51040
overview,United Kingdom,K02000001,2020-11-08,414,50559
overview,United Kingdom,K02000001,2020-11-07,391,50145
overview,United Kingdom,K02000001,2020-11-06,400,49754
overview,United Kingdom,K02000001,2020-11-05,380,49354
overview,United Kingdom,K02000001,2020-11-04,328,48974
overview,United Kingdom,K02000001,2020-11-03,361,48646
overview,United Kingdom,K02000001,2020-11-02,332,48285
overview,United Kingdom,K02000001,2020-11-01,358,47953
overview,United Kingdom,K02000001,2020-10-31,320,47595
overview,United Kingdom,K02000001,2020-10-30,338,47275
overview,United Kingdom,K02000001,2020-10-29,311,46937
overview,United Kingdom,K02000001,2020-10-28,286,46626
overview,United Kingdom,K02000001,2020-10-27,267,46340
overview,United Kingdom,K02000001,2020-10-26,278,46073
overview,United Kingdom,K02000001,2020-10-25,249,45795
overview,United Kingdom,K02000001,2020-10-24,214,45546
overview,United Kingdom,K02000001,2020-10-23,222,45332
overview,United Kingdom,K02000001,2020-10-22,235,45110
overview,United Kingdom,K02000001,2020-10-21,221,44875
overview,United Kingdom,K02000001,2020-10-20,195,44654
overview,United Kingdom,K02000001,2020-10-19,191,44459
overview,United Kingdom,K02000001,2020-10-18,159,44268
overview,United Kingdom,K02000001,2020-10-17,177,44109
overview,United Kingdom,K02000001,2020-10-16,150,43932
overview,United Kingdom,K02000001,2020-10-15,151,43782
overview,United Kingdom,K02000001,2020-10-14,117,43631
overview,United Kingdom,K02000001,2020-10-13,109,43514
overview,United Kingdom,K02000001,2020-10-12,113,43405
overview,United Kingdom,K02000001,2020-10-11,122,43292
overview,United Kingdom,K02000001,2020-10-10,104,43170
overview,United Kingdom,K02000001,2020-10-09,79,43066
overview,United Kingdom,K02000001,2020-10-08,92,42987
overview,United Kingdom,K02000001,2020-10-07,102,42895
overview,United Kingdom,K02000001,2020-10-06,71,42793
overview,United Kingdom,K02000001,2020-10-05,72,42722
overview,United Kingdom,K02000001,2020-10-04,60,42650
overview,United Kingdom,K02000001,2020-10-03,67,42590
overview,United Kingdom,K02000001,2020-10-02,68,42523
overview,United Kingdom,K02000001,2020-10-01,67,42455
overview,United Kingdom,K02000001,2020-09-30,57,42388
overview,United Kingdom,K02000001,2020-09-29,48,42331
overview,United Kingdom,K02000001,2020-09-28,54,42283
overview,United Kingdom,K02000001,2020-09-27,47,42229
overview,United Kingdom,K02000001,2020-09-26,39,42182
overview,United Kingdom,K02000001,2020-09-25,32,42143
overview,United Kingdom,K02000001,2020-09-24,35,42111
overview,United Kingdom,K02000001,2020-09-23,56,42076
overview,United Kingdom,K02000001,2020-09-22,39,42020
overview,United Kingdom,K02000001,2020-09-21,27,41981
overview,United Kingdom,K02000001,2020-09-20,31,41954
overview,United Kingdom,K02000001,2020-09-19,20,41923
overview,United Kingdom,K02000001,2020-09-18,24,41903
overview,United Kingdom,K02000001,2020-09-17,27,41879
overview,United Kingdom,K02000001,2020-09-16,26,41852
overview,United Kingdom,K02000001,2020-09-15,18,41826
overview,United Kingdom,K02000001,2020-09-14,21,41808
overview,United Kingdom,K02000001,2020-09-13,16,41787
overview,United Kingdom,K02000001,2020-09-12,18,41771
overview,United Kingdom,K02000001,2020-09-11,13,41753
overview,United Kingdom,K02000001,2020-09-10,13,41740
overview,United Kingdom,K02000001,2020-09-09,9,41727
overview,United Kingdom,K02000001,2020-09-08,9,41718
overview,United Kingdom,K02000001,2020-09-07,15,41709
overview,United Kingdom,K02000001,2020-09-06,8,41694
overview,United Kingdom,K02000001,2020-09-05,13,41686
overview,United Kingdom,K02000001,2020-09-04,7,41673
overview,United Kingdom,K02000001,2020-09-03,10,41666
overview,United Kingdom,K02000001,2020-09-02,9,41656
overview,United Kingdom,K02000001,2020-09-01,3,41647
overview,United Kingdom,K02000001,2020-08-31,9,41644
overview,United Kingdom,K02000001,2020-08-30,6,41635
overview,United Kingdom,K02000001,2020-08-29,5,41629
overview,United Kingdom,K02000001,2020-08-28,10,41624
overview,United Kingdom,K02000001,2020-08-27,8,41614
overview,United Kingdom,K02000001,2020-08-26,11,41606
overview,United Kingdom,K02000001,2020-08-25,12,41595
overview,United Kingdom,K02000001,2020-08-24,6,41583
overview,United Kingdom,K02000001,2020-08-23,14,41577
overview,United Kingdom,K02000001,2020-08-22,8,41563
overview,United Kingdom,K02000001,2020-08-21,7,41555
overview,United Kingdom,K02000001,2020-08-20,8,41548
overview,United Kingdom,K02000001,2020-08-19,3,41540
overview,United Kingdom,K02000001,2020-08-18,9,41537
overview,United Kingdom,K02000001,2020-08-17,12,41528
overview,United Kingdom,K02000001,2020-08-16,4,41516
overview,United Kingdom,K02000001,2020-08-15,12,41512
overview,United Kingdom,K02000001,2020-08-14,7,41500
overview,United Kingdom,K02000001,2020-08-13,9,41493
overview,United Kingdom,K02000001,2020-08-12,7,41484
overview,United Kingdom,K02000001,2020-08-11,10,41477
overview,United Kingdom,K02000001,2020-08-10,13,41467
overview,United Kingdom,K02000001,2020-08-09,8,41454
overview,United Kingdom,K02000001,2020-08-08,14,41446
overview,United Kingdom,K02000001,2020-08-07,12,41432
overview,United Kingdom,K02000001,2020-08-06,9,41420
overview,United Kingdom,K02000001,2020-08-05,6,41411
overview,United Kingdom,K02000001,2020-08-04,14,41405
overview,United Kingdom,K02000001,2020-08-03,15,41391
overview,United Kingdom,K02000001,2020-08-02,10,41376
overview,United Kingdom,K02000001,2020-08-01,11,41366
overview,United Kingdom,K02000001,2020-07-31,14,41355
overview,United Kingdom,K02000001,2020-07-30,10,41341
overview,United Kingdom,K02000001,2020-07-29,12,41331
overview,United Kingdom,K02000001,2020-07-28,12,41319
overview,United Kingdom,K02000001,2020-07-27,11,41307
overview,United Kingdom,K02000001,2020-07-26,16,41296
overview,United Kingdom,K02000001,2020-07-25,16,41280
overview,United Kingdom,K02000001,2020-07-24,7,41264
overview,United Kingdom,K02000001,2020-07-23,16,41257
overview,United Kingdom,K02000001,2020-07-22,17,41241
overview,United Kingdom,K02000001,2020-07-21,20,41224
overview,United Kingdom,K02000001,2020-07-20,12,41204
overview,United Kingdom,K02000001,2020-07-19,14,41192
overview,United Kingdom,K02000001,2020-07-18,14,41178
overview,United Kingdom,K02000001,2020-07-17,18,41164
overview,United Kingdom,K02000001,2020-07-16,13,41146
overview,United Kingdom,K02000001,2020-07-15,20,41133
overview,United Kingdom,K02000001,2020-07-14,21,41113
overview,United Kingdom,K02000001,2020-07-13,24,41092
overview,United Kingdom,K02000001,2020-07-12,13,41068
overview,United Kingdom,K02000001,2020-07-11,21,41055
overview,United Kingdom,K02000001,2020-07-10,21,41034
overview,United Kingdom,K02000001,2020-07-09,37,41013
overview,United Kingdom,K02000001,2020-07-08,24,40976
overview,United Kingdom,K02000001,2020-07-07,27,40952
overview,United Kingdom,K02000001,2020-07-06,35,40925
overview,United Kingdom,K02000001,2020-07-05,27,40890
overview,United Kingdom,K02000001,2020-07-04,33,40863
overview,United Kingdom,K02000001,2020-07-03,29,40830
overview,United Kingdom,K02000001,2020-07-02,43,40801
overview,United Kingdom,K02000001,2020-07-01,27,40758
overview,United Kingdom,K02000001,2020-06-30,47,40731
overview,United Kingdom,K02000001,2020-06-29,39,40684
overview,United Kingdom,K02000001,2020-06-28,45,40645
overview,United Kingdom,K02000001,2020-06-27,49,40600
overview,United Kingdom,K02000001,2020-06-26,41,40551
overview,United Kingdom,K02000001,2020-06-25,68,40510
overview,United Kingdom,K02000001,2020-06-24,75,40442
overview,United Kingdom,K02000001,2020-06-23,64,40367
overview,United Kingdom,K02000001,2020-06-22,64,40303
overview,United Kingdom,K02000001,2020-06-21,54,40239
overview,United Kingdom,K02000001,2020-06-20,60,40185
overview,United Kingdom,K02000001,2020-06-19,52,40125
overview,United Kingdom,K02000001,2020-06-18,61,40073
overview,United Kingdom,K02000001,2020-06-17,58,40012
overview,United Kingdom,K02000001,2020-06-16,84,39954
overview,United Kingdom,K02000001,2020-06-15,70,39870
overview,United Kingdom,K02000001,2020-06-14,86,39800
overview,United Kingdom,K02000001,2020-06-13,62,39714
overview,United Kingdom,K02000001,2020-06-12,80,39652
overview,United Kingdom,K02000001,2020-06-11,80,39572
overview,United Kingdom,K02000001,2020-06-10,109,39492
overview,United Kingdom,K02000001,2020-06-09,90,39383
overview,United Kingdom,K02000001,2020-06-08,124,39293
overview,United Kingdom,K02000001,2020-06-07,127,39169
overview,United Kingdom,K02000001,2020-06-06,111,39042
overview,United Kingdom,K02000001,2020-06-05,123,38931
overview,United Kingdom,K02000001,2020-06-04,135,38808
overview,United Kingdom,K02000001,2020-06-03,155,38673
overview,United Kingdom,K02000001,2020-06-02,169,38518
overview,United Kingdom,K02000001,2020-06-01,135,38349
overview,United Kingdom,K02000001,2020-05-31,126,38214
overview,United Kingdom,K02000001,2020-05-30,163,38088
overview,United Kingdom,K02000001,2020-05-29,186,37925
overview,United Kingdom,K02000001,2020-05-28,217,37739
overview,United Kingdom,K02000001,2020-05-27,196,37522
overview,United Kingdom,K02000001,2020-05-26,212,37326
overview,United Kingdom,K02000001,2020-05-25,201,37114
overview,United Kingdom,K02000001,2020-05-24,196,36913
overview,United Kingdom,K02000001,2020-05-23,220,36717
overview,United Kingdom,K02000001,2020-05-22,223,36497
overview,United Kingdom,K02000001,2020-05-21,238,36274
overview,United Kingdom,K02000001,2020-05-20,268,36036
overview,United Kingdom,K02000001,2020-05-19,275,35768
overview,United Kingdom,K02000001,2020-05-18,293,35493
overview,United Kingdom,K02000001,2020-05-17,267,35200
overview,United Kingdom,K02000001,2020-05-16,314,34933
overview,United Kingdom,K02000001,2020-05-15,314,34619
overview,United Kingdom,K02000001,2020-05-14,334,34305
overview,United Kingdom,K02000001,2020-05-13,317,33971
overview,United Kingdom,K02000001,2020-05-12,321,33654
overview,United Kingdom,K02000001,2020-05-11,309,33333
overview,United Kingdom,K02000001,2020-05-10,348,33024
overview,United Kingdom,K02000001,2020-05-09,378,32676
overview,United Kingdom,K02000001,2020-05-08,383,32298
overview,United Kingdom,K02000001,2020-05-07,461,31915
overview,United Kingdom,K02000001,2020-05-06,461,31454
overview,United Kingdom,K02000001,2020-05-05,464,30993
overview,United Kingdom,K02000001,2020-05-04,484,30529
overview,United Kingdom,K02000001,2020-05-03,450,30045
overview,United Kingdom,K02000001,2020-05-02,494,29595
overview,United Kingdom,K02000001,2020-05-01,568,29101
overview,United Kingdom,K02000001,2020-04-30,551,28533
overview,United Kingdom,K02000001,2020-04-29,571,27982
overview,United Kingdom,K02000001,2020-04-28,560,27411
overview,United Kingdom,K02000001,2020-04-27,595,26851
overview,United Kingdom,K02000001,2020-04-26,633,26256
overview,United Kingdom,K02000001,2020-04-25,648,25623
overview,United Kingdom,K02000001,2020-04-24,683,24975
overview,United Kingdom,K02000001,2020-04-23,676,24292
overview,United Kingdom,K02000001,2020-04-22,731,23616
overview,United Kingdom,K02000001,2020-04-21,744,22885
overview,United Kingdom,K02000001,2020-04-20,783,22141
overview,United Kingdom,K02000001,2020-04-19,768,21358
overview,United Kingdom,K02000001,2020-04-18,800,20590
overview,United Kingdom,K02000001,2020-04-17,819,19790
overview,United Kingdom,K02000001,2020-04-16,842,18971
overview,United Kingdom,K02000001,2020-04-15,881,18129
overview,United Kingdom,K02000001,2020-04-14,859,17248
overview,United Kingdom,K02000001,2020-04-13,895,16389
overview,United Kingdom,K02000001,2020-04-12,958,15494
overview,United Kingdom,K02000001,2020-04-11,955,14536
overview,United Kingdom,K02000001,2020-04-10,944,13581
overview,United Kingdom,K02000001,2020-04-09,1000,12637
overview,United Kingdom,K02000001,2020-04-08,1074,11637
overview,United Kingdom,K02000001,2020-04-07,1002,10563
overview,United Kingdom,K02000001,2020-04-06,893,9561
overview,United Kingdom,K02000001,2020-04-05,917,8668
overview,United Kingdom,K02000001,2020-04-04,906,7751
overview,United Kingdom,K02000001,2020-04-03,840,6845
overview,United Kingdom,K02000001,2020-04-02,805,6005
overview,United Kingdom,K02000001,2020-04-01,770,5200
overview,United Kingdom,K02000001,2020-03-31,660,4430
overview,United Kingdom,K02000001,2020-03-30,590,3770
overview,United Kingdom,K02000001,2020-03-29,507,3180
overview,United Kingdom,K02000001,2020-03-28,436,2673
overview,United Kingdom,K02000001,2020-03-27,398,2237
overview,United Kingdom,K02000001,2020-03-26,361,1839
overview,United Kingdom,K02000001,2020-03-25,303,1478
overview,United Kingdom,K02000001,2020-03-24,237,1175
overview,United Kingdom,K02000001,2020-03-23,186,938
overview,United Kingdom,K02000001,2020-03-22,165,752
overview,United Kingdom,K02000001,2020-03-21,130,587
overview,United Kingdom,K02000001,2020-03-20,109,457
overview,United Kingdom,K02000001,2020-03-19,74,348
overview,United Kingdom,K02000001,2020-03-18,68,274
overview,United Kingdom,K02000001,2020-03-17,52,206
overview,United Kingdom,K02000001,2020-03-16,46,154
overview,United Kingdom,K02000001,2020-03-15,32,108
overview,United Kingdom,K02000001,2020-03-14,22,76
overview,United Kingdom,K02000001,2020-03-13,16,54
overview,United Kingdom,K02000001,2020-03-12,13,38
overview,United Kingdom,K02000001,2020-03-11,8,25
overview,United Kingdom,K02000001,2020-03-10,3,17
overview,United Kingdom,K02000001,2020-03-09,5,14
overview,United Kingdom,K02000001,2020-03-08,3,9
overview,United Kingdom,K02000001,2020-03-07,0,6
overview,United Kingdom,K02000001,2020-03-06,0,6
overview,United Kingdom,K02000001,2020-03-05,3,6
overview,United Kingdom,K02000001,2020-03-04,0,3
overview,United Kingdom,K02000001,2020-03-03,2,3
overview,United Kingdom,K02000001,2020-03-02,1,1
overview,United Kingdom,K02000001,2020-03-01,0,
overview,United Kingdom,K02000001,2020-02-29,0,
